OperationID,Name,ProcessTime
323,Packaging (VERP_P)_[4022-631-42881]  Interface y-equilizer 2,0.0166666666666666
324,Material prep (ZGN_01)_[4022-631-47801]  Interface (FIXED),0.0166666666666666
325,Milling (FR5_02)_[4022-631-47801]  Interface (FIXED),0.5
326,BW - Benchwork (BKW_01)_[4022-631-47801]  Interface (FIXED),0.05
327,Packaging (VERP_P)_[4022-631-47801]  Interface (FIXED),0.0166666666666666
328,Material prep (ZGN_01)_[4022-631-54801]  INTERFACE (ADJUSTABLE),0.0166666666666666
329,Milling (FR5_02)_[4022-631-54801]  INTERFACE (ADJUSTABLE),0.8333333333333334
330,BW - Benchwork (BKW_01)_[4022-631-54801]  INTERFACE (ADJUSTABLE),0.05
331,Packaging (VERP_P)_[4022-631-54801]  INTERFACE (ADJUSTABLE),0.0166666666666666
332,Material prep (ZGN_01)_[4022-631-75141]  Hinge block back lm2,0.0166666666666666
333,Milling (FR4-01)_[4022-631-75141]  Hinge block back lm2,0.25
