ORDERID;PN;SALESORDER;ITEM;SCHEDULELINE;ORDERTYPE;SPLITDELIVERY;REQUESTEDDATE;CONFIRMEDDATE;REQUESTEDQUANTITY;OPENQUANTITY;FLAG
20174-40-1;6782-1900-0600;0000020174;000040;1;S;X;2022-01-24;2022-01-28;384;384;U
20174-10-1;6782-2100-0101;0000020174;000010;1;S;X;2022-01-24;2022-01-28;384;384;U
20174-20-1;6782-1401-0002;0000020174;000020;1;S;X;2022-01-24;2022-01-28;384;384;U
20174-30-1;6782-1401-0103;0000020174;000030;1;S;X;2022-01-24;2022-01-28;384;384;U
20381-121-1;6761-1903-6202;0000020381;000121;1;S;NULL;2022-01-06;2022-01-26;1500;1500;U
20391-200-1;6410-1100-1605;0000020391;000200;1;S;NULL;2022-01-06;2022-02-18;30;30;U
20612-10-1;6050-1700-0010;0000020612;000010;1;S;NULL;2022-01-31;2022-02-04;500;500;U
20381-131-1;6761-1903-6202;0000020381;000131;1;S;NULL;2022-01-06;2022-02-18;1100;1100;U
20391-190-1;6410-1100-1605;0000020391;000190;1;S;NULL;2021-12-10;2022-02-11;30;30;U
20701-10-1;6782-1900-1900;0000020701;000010;1;S;X;2022-01-26;2022-01-28;96;96;U
20701-20-1;6782-1401-0103;0000020701;000020;1;S;X;2022-01-26;2022-01-28;96;96;U
20701-40-1;6782-1401-0002;0000020701;000040;1;S;X;2022-01-26;2022-01-28;96;96;U
20702-20-1;6782-1401-0103;0000020702;000020;1;S;X;2022-01-26;2022-01-31;96;96;U
20704-10-1;6782-2100-0201;0000020704;000010;1;S;X;2022-01-26;2022-01-31;96;96;U
20398-40-1;6047-1800-7903;0000020398;000040;1;S;NULL;2022-01-31;2022-02-03;90;90;U
20765-40-1;6934-1802-8104;0000020765;000040;1;S;NULL;2022-01-06;2022-02-10;30;30;U
20766-20-1;6934-1802-8104;0000020766;000020;1;S;NULL;2022-01-06;2022-02-24;30;30;U
20766-40-1;6934-1802-8104;0000020766;000040;1;S;NULL;2022-01-06;2022-03-10;30;30;U
20804-50-1;6410-2002-1201;0000020804;000050;1;S;NULL;2022-01-03;2022-07-22;10;10;U
20804-60-1;6410-2002-1201;0000020804;000060;1;S;NULL;2022-01-03;2022-07-22;40;40;U
20804-70-1;6410-2002-1201;0000020804;000070;1;S;NULL;2022-02-03;2022-07-29;40;40;U
20804-80-1;6410-2002-1201;0000020804;000080;1;S;NULL;2022-02-03;2022-08-05;60;60;U
20817-10-1;6782-2100-0101;0000020817;000010;1;S;X;2022-07-22;2022-07-22;504;504;U
20817-40-1;6782-1900-0600;0000020817;000040;1;S;X;2022-07-22;2022-07-22;504;504;U
20818-10-1;6782-2100-0101;0000020818;000010;1;S;X;2022-06-16;2022-06-16;504;504;U
20818-30-1;6782-1401-0103;0000020818;000030;1;S;X;2022-06-16;2022-06-16;504;504;U
20818-40-1;6782-1900-0600;0000020818;000040;1;S;X;2022-06-16;2022-06-16;504;504;U
20819-10-1;6782-2100-0101;0000020819;000010;1;S;X;2022-04-22;2022-04-22;504;504;U
20819-20-1;6782-1401-0002;0000020819;000020;1;S;X;2022-04-22;2022-04-22;504;504;U
20819-30-1;6782-1401-0103;0000020819;000030;1;S;X;2022-04-22;2022-04-22;504;504;U
20819-40-1;6782-1900-0600;0000020819;000040;1;S;X;2022-04-22;2022-04-22;504;504;U
20887-70-1;6649-2100-2600;0000020887;000070;1;S;NULL;2022-01-06;2022-02-09;100;100;U
20934-100-1;6761-2002-4201;0000020934;000100;1;S;NULL;2022-01-06;2022-01-17;1000;1000;U
20934-180-1;6761-1903-0303;0000020934;000180;1;S;NULL;2022-01-06;2022-01-19;1000;1000;U
20934-190-1;6761-2002-4201;0000020934;000190;1;S;NULL;2022-01-06;2022-03-31;1000;1000;U
20934-210-1;6761-1903-0303;0000020934;000210;1;S;NULL;2022-01-06;2022-03-31;1000;1000;U
20701-30-1;6782-2100-0201;0000020701;000030;1;S;X;2022-01-26;2022-01-28;96;96;U
20702-10-1;6782-1900-1900;0000020702;000010;1;S;X;2022-01-26;2022-01-31;96;96;U
20934-1240-1;6761-2002-4201;0000020934;001240;1;S;NULL;2022-01-06;2022-03-03;1500;1500;U
20934-1430-1;6761-1901-2801;0000020934;001430;1;S;NULL;2021-12-10;2022-01-13;1000;1000;U
20934-1470-1;6761-1903-0303;0000020934;001470;1;S;NULL;2022-01-06;2022-01-14;1000;1000;U
20934-1490-1;6761-1901-2801;0000020934;001490;1;S;NULL;2021-12-14;2022-01-17;1000;1000;U
20934-1500-1;6761-1903-0303;0000020934;001500;1;S;NULL;2022-01-06;2022-01-17;1000;1000;U
20934-1510-1;6761-2002-4201;0000020934;001510;1;S;NULL;2022-01-06;2022-01-20;1000;1000;U
20934-1560-1;6761-1903-0303;0000020934;001560;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1570-1;6761-2002-4201;0000020934;001570;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1630-1;6761-2002-4201;0000020934;001630;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1690-1;6761-2002-4201;0000020934;001690;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20935-430-1;6761-2002-4501;0000020935;000430;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-440-1;6761-1901-2801;0000020935;000440;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-450-1;6761-1903-0703;0000020935;000450;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-460-1;6761-2002-4501;0000020935;000460;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-470-1;6761-1901-2801;0000020935;000470;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-480-1;6761-1903-0703;0000020935;000480;1;S;NULL;2022-06-29;2022-06-29;200;200;U
20935-490-1;6761-2002-4501;0000020935;000490;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-500-1;6761-1901-2801;0000020935;000500;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-520-1;6761-2002-4501;0000020935;000520;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-530-1;6761-1901-2801;0000020935;000530;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-550-1;6761-2002-4501;0000020935;000550;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-560-1;6761-1901-2801;0000020935;000560;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-580-1;6761-2002-4401;0000020935;000580;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-590-1;6761-1901-2801;0000020935;000590;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-660-1;6761-1903-0603;0000020935;000660;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-690-1;6761-1903-0603;0000020935;000690;1;S;NULL;2022-01-05;2022-05-30;660;660;U
20935-700-1;6761-2002-4401;0000020935;000700;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-710-1;6761-1901-2801;0000020935;000710;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-720-1;6761-1903-0603;0000020935;000720;1;S;NULL;2022-01-05;2022-05-30;660;660;U
20935-810-1;6761-1903-0402;0000020935;000810;1;S;NULL;2022-01-06;2022-02-09;3300;3300;U
20935-880-1;6761-2002-4301;0000020935;000880;1;S;NULL;2022-03-03;2022-03-03;500;500;U
20935-890-1;6761-1901-2801;0000020935;000890;1;S;NULL;2022-03-03;2022-03-03;500;500;U
20702-30-1;6782-2100-0201;0000020702;000030;1;S;X;2022-01-26;2022-01-31;96;96;U
20702-40-1;6782-1401-0002;0000020702;000040;1;S;X;2022-01-26;2022-01-31;96;96;U
20765-30-1;6934-1802-8104;0000020765;000030;1;S;NULL;2022-01-06;2022-02-03;30;30;U
20766-10-1;6934-1802-8104;0000020766;000010;1;S;NULL;2022-01-06;2022-02-17;30;30;U
20766-30-1;6934-1802-8104;0000020766;000030;1;S;NULL;2022-01-06;2022-03-03;30;30;U
20817-20-1;6782-1401-0002;0000020817;000020;1;S;X;2022-07-22;2022-07-22;504;504;U
20817-30-1;6782-1401-0103;0000020817;000030;1;S;X;2022-07-22;2022-07-22;504;504;U
20818-20-1;6782-1401-0002;0000020818;000020;1;S;X;2022-06-16;2022-06-16;504;504;U
20980-30-1;6410-2100-0200;0000020980;000030;1;S;NULL;2022-01-06;2022-02-25;170;170;U
20980-50-1;6410-2100-0300;0000020980;000050;1;S;NULL;2021-09-24;2022-02-11;10;10;U
21021-30-1;6298-1200-4404;0000021021;000030;1;S;NULL;2021-11-10;2021-12-15;240;88;U
20838-10-1;6782-2100-0201;0000020838;000010;1;S;X;2022-01-26;2022-01-31;100;100;U
20869-40-1;6318-2000-0504;0000020869;000040;1;S;NULL;2022-01-31;2022-01-31;123;123;U
20869-50-1;6318-2000-0504;0000020869;000050;1;S;NULL;2022-01-31;2022-01-31;100;100;U
20887-20-1;6649-1300-2410;0000020887;000020;1;S;NULL;2022-01-06;2022-02-11;30;30;U
20893-20-1;6023-1900-1501;0000020893;000020;1;S;NULL;2022-01-03;2022-02-04;500;500;U
21036-40-1;6410-0700-0317;0000021036;000040;1;S;NULL;2022-01-03;2022-03-04;25;25;U
21058-20-4;6761-1200-0113;0000021058;000020;4;S;NULL;2021-12-03;2022-01-14;140;140;U
21063-10-1;6557-2100-0000;0000021063;000010;1;S;NULL;2022-01-27;2022-02-22;50;50;U
21097-10-2;6934-1900-1003;0000021097;000010;2;S;NULL;2021-12-15;2022-01-13;216;216;U
21098-21-1;6934-1900-0802;0000021098;000021;1;S;NULL;2022-01-05;2022-05-05;298;298;U
21098-31-1;6934-1900-0802;0000021098;000031;1;S;NULL;2022-01-05;2022-05-05;500;500;U
21102-10-1;6557-2001-1600;0000021102;000010;1;S;NULL;2022-01-28;2022-02-15;75;75;U
20914-20-1;6649-1000-0213;0000020914;000020;1;S;NULL;2022-02-15;2022-02-15;1200;984;U
20919-10-1;6649-1000-0213;0000020919;000010;1;S;NULL;2022-03-15;2022-03-24;2000;2000;U
20920-10-1;6649-1000-0213;0000020920;000010;1;S;NULL;2022-03-22;2022-03-22;1000;1000;U
20920-30-1;6649-1000-0213;0000020920;000030;1;S;NULL;2022-03-29;2022-04-01;1000;1000;U
20920-40-1;6649-1000-0213;0000020920;000040;1;S;NULL;2022-04-01;2022-04-08;450;450;U
20934-120-1;6761-1903-0303;0000020934;000120;1;S;NULL;2022-01-06;2022-01-17;1000;1000;U
20934-130-1;6761-2002-4201;0000020934;000130;1;S;NULL;2022-01-06;2022-01-18;1000;1000;U
20934-150-1;6761-1903-0303;0000020934;000150;1;S;NULL;2022-01-06;2022-01-18;1000;1000;U
20934-160-1;6761-2002-4201;0000020934;000160;1;S;NULL;2022-01-06;2022-01-19;1000;1000;U
20934-170-1;6761-1901-2801;0000020934;000170;1;S;NULL;2021-12-15;2022-01-19;1000;1000;U
20934-520-1;6761-2002-4201;0000020934;000520;1;S;NULL;2022-01-06;2022-01-19;1000;1000;U
20934-540-1;6761-1903-0303;0000020934;000540;1;S;NULL;2022-01-06;2022-01-19;1000;1000;U
21119-30-1;6649-1000-0213;0000021119;000030;1;S;NULL;2022-02-08;2022-03-11;302;302;U
21120-10-1;6782-2100-0201;0000021120;000010;1;S;X;2022-05-16;2022-05-16;144;144;U
21121-30-1;6782-1401-0103;0000021121;000030;1;S;X;2022-04-04;2022-04-04;288;288;U
21146-13-1;6023-1900-1501;0000021146;000013;1;S;NULL;2022-02-01;2022-02-01;500;500;U
21148-70-1;6023-1702-2905;0000021148;000070;1;S;NULL;2022-01-06;2022-01-27;200;200;U
21151-50-1;6808-1800-3105;0000021151;000050;1;S;NULL;2022-01-06;2022-02-08;200;200;U
21152-50-1;6808-1800-4903;0000021152;000050;1;S;NULL;2022-01-27;2022-02-16;200;200;U
21154-30-1;6934-2000-0202;0000021154;000030;1;S;NULL;2021-12-07;2021-12-23;500;4;U
21198-30-1;6782-1401-0103;0000021198;000030;1;S;X;2022-05-20;2022-05-20;504;504;U
21198-40-1;6782-1900-0600;0000021198;000040;1;S;X;2022-05-20;2022-05-20;504;504;U
20934-1260-1;6761-1903-0303;0000020934;001260;1;S;NULL;2022-01-06;2022-03-03;1500;1500;U
20934-1390-1;6761-2002-4201;0000020934;001390;1;S;NULL;2022-01-06;2022-01-10;1000;200;U
20934-1400-1;6761-1901-2801;0000020934;001400;1;S;NULL;2021-12-09;2022-01-10;1000;200;U
20934-1410-1;6761-1903-0303;0000020934;001410;1;S;NULL;2022-01-06;2022-01-10;1000;200;U
20934-1420-1;6761-2002-4201;0000020934;001420;1;S;NULL;2022-01-06;2022-01-13;1000;1000;U
20934-1440-1;6761-1903-0303;0000020934;001440;1;S;NULL;2022-01-06;2022-01-13;1000;1000;U
20934-1450-1;6761-2002-4201;0000020934;001450;1;S;NULL;2022-01-06;2022-01-14;1000;1000;U
20934-1460-1;6761-1901-2801;0000020934;001460;1;S;NULL;2021-12-13;2022-01-14;1000;1000;U
20934-1480-1;6761-2002-4201;0000020934;001480;1;S;NULL;2022-01-06;2022-01-17;1000;1000;U
20934-1520-1;6761-1901-2801;0000020934;001520;1;S;NULL;2021-12-16;2022-01-20;1000;1000;U
20934-1530-1;6761-1903-0303;0000020934;001530;1;S;NULL;2022-01-06;2022-01-20;1000;1000;U
20934-1540-1;6761-2002-4201;0000020934;001540;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1590-1;6761-1903-0303;0000020934;001590;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1650-1;6761-1903-0303;0000020934;001650;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1660-1;6761-2002-4201;0000020934;001660;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1680-1;6761-1903-0303;0000020934;001680;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20934-1710-1;6761-1903-0303;0000020934;001710;1;S;NULL;2022-01-06;2022-03-03;1000;1000;U
20935-510-1;6761-1903-0703;0000020935;000510;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-540-1;6761-1903-0703;0000020935;000540;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-570-1;6761-1903-0703;0000020935;000570;1;S;NULL;2022-06-29;2022-06-29;330;330;U
20935-600-1;6761-1903-0603;0000020935;000600;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-610-1;6761-2002-4401;0000020935;000610;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-620-1;6761-1901-2801;0000020935;000620;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-630-1;6761-1903-0603;0000020935;000630;1;S;NULL;2022-05-30;2022-05-30;400;400;U
20935-640-1;6761-2002-4401;0000020935;000640;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-650-1;6761-1901-2801;0000020935;000650;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-670-1;6761-2002-4401;0000020935;000670;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-680-1;6761-1901-2801;0000020935;000680;1;S;NULL;2022-05-30;2022-05-30;660;660;U
20935-760-1;6761-2002-4300;0000020935;000760;1;S;NULL;2022-01-06;2022-02-02;2000;730;U
20935-790-1;6761-2002-4300;0000020935;000790;1;S;NULL;2022-01-06;2022-02-09;3300;3300;U
20935-800-1;6761-1901-2801;0000020935;000800;1;S;NULL;2021-11-30;2022-02-09;3300;3300;U
20935-820-1;6761-2002-4300;0000020935;000820;1;S;NULL;2022-01-06;2022-02-17;3300;3300;U
20935-840-1;6761-1903-0402;0000020935;000840;1;S;NULL;2022-01-06;2022-02-17;3300;3300;U
20935-900-1;6761-1903-0403;0000020935;000900;1;S;NULL;2022-03-03;2022-03-03;500;500;U
20980-10-1;6410-2100-0200;0000020980;000010;1;S;NULL;2022-01-03;2022-02-11;40;40;U
20980-20-1;6410-2100-0200;0000020980;000020;1;S;NULL;2022-01-03;2022-02-18;40;40;U
20980-60-1;6410-2100-0300;0000020980;000060;1;S;NULL;2021-10-01;2022-02-18;10;10;U
20980-70-1;6410-2100-0300;0000020980;000070;1;S;NULL;2021-12-24;2022-02-25;80;80;U
20999-21-1;6318-2000-0504;0000020999;000021;1;S;NULL;2021-12-17;2022-02-07;38;38;U
21338-20-1;6808-1800-3105;0000021338;000020;1;S;NULL;2022-02-24;2022-02-24;200;200;U
21339-10-1;6808-1800-4903;0000021339;000010;1;S;NULL;2022-03-03;2022-03-03;200;200;U
21341-20-1;6047-2100-0400;0000021341;000020;1;S;NULL;2022-01-06;2022-02-14;240;240;U
21345-10-1;6782-2100-3203;0000021345;000010;1;S;X;2022-09-20;2022-09-20;96;96;U
21365-10-1;6649-1800-3503;0000021365;000010;1;S;NULL;2022-01-06;2022-02-02;150;150;U
21374-50-1;6410-1900-1603;0000021374;000050;1;S;NULL;2022-01-03;2022-06-17;50;50;U
21384-40-1;6649-1800-3401;0000021384;000040;1;S;NULL;2022-01-06;2022-01-19;250;250;U
21095-10-1;6934-1900-1103;0000021095;000010;1;S;NULL;2022-01-06;2022-02-09;500;500;U
21095-20-1;6934-1900-1103;0000021095;000020;1;S;NULL;2022-01-26;2022-02-09;500;500;U
21098-41-1;6934-1900-0802;0000021098;000041;1;S;NULL;2022-01-05;2022-05-05;500;500;U
21098-51-1;6934-1900-0802;0000021098;000051;1;S;NULL;2022-01-05;2022-05-05;500;500;U
21120-20-1;6782-1401-0002;0000021120;000020;1;S;X;2022-05-16;2022-05-16;144;144;U
21120-30-1;6782-1401-0103;0000021120;000030;1;S;X;2022-05-16;2022-05-16;144;144;U
21120-40-1;6782-1900-0600;0000021120;000040;1;S;X;2022-05-16;2022-05-16;144;144;U
21121-10-1;6782-2100-0201;0000021121;000010;1;S;X;2022-04-04;2022-04-04;288;288;U
21121-20-1;6782-1401-0002;0000021121;000020;1;S;X;2022-04-04;2022-04-04;288;288;U
21121-40-1;6782-1900-0600;0000021121;000040;1;S;X;2022-04-04;2022-04-04;288;288;U
21146-10-1;6023-1900-1501;0000021146;000010;1;S;NULL;2022-02-01;2022-03-01;1000;1000;U
21146-11-1;6023-1900-1501;0000021146;000011;1;S;NULL;2022-01-03;2022-01-07;500;206;U
21146-12-1;6023-1900-1501;0000021146;000012;1;S;NULL;2022-01-06;2022-02-01;500;500;U
21147-90-1;6023-1800-0104;0000021147;000090;1;S;NULL;2022-01-06;2022-01-06;100;100;U
21417-10-1;6782-2100-0101;0000021417;000010;1;S;X;2022-03-01;2022-05-03;144;144;U
21417-30-1;6782-1900-1900;0000021417;000030;1;S;X;2022-03-01;2022-05-03;240;240;U
21417-40-1;6782-1401-0002;0000021417;000040;1;S;X;2022-03-01;2022-05-03;384;384;U
21417-50-1;6782-1401-0103;0000021417;000050;1;S;X;2022-03-01;2022-05-03;384;384;U
21426-20-1;6023-1701-0008;0000021426;000020;1;S;NULL;2022-02-01;2022-02-01;2000;2000;U
21428-30-1;6808-1800-3105;0000021428;000030;1;S;NULL;2022-01-13;2022-01-13;200;200;U
21429-10-1;6808-1501-0104;0000021429;000010;1;S;NULL;2022-06-02;2022-06-02;100;100;U
21448-160-1;6410-1100-2006;0000021448;000160;1;S;NULL;2022-01-03;2022-04-08;80;80;U
21448-170-1;6410-1100-1605;0000021448;000170;1;S;NULL;2022-02-03;2022-02-11;30;30;U
21448-180-1;6410-1100-1905;0000021448;000180;1;S;NULL;2022-02-03;2022-02-03;40;40;U
21448-190-1;6410-1100-1905;0000021448;000190;1;S;NULL;2022-02-03;2022-02-10;40;40;U
21468-30-1;6808-1800-3105;0000021468;000030;1;S;NULL;2022-03-10;2022-03-10;200;200;U
21474-10-4;6774-1301-7900;0000021474;000010;4;S;NULL;2021-11-15;2022-04-07;8;8;U
21474-40-1;6774-1400-0701;0000021474;000040;1;S;NULL;2022-01-06;2022-02-17;100;100;U
21474-60-1;6774-1200-0006;0000021474;000060;1;S;NULL;2022-01-06;2022-03-30;100;100;U
21494-10-2;6337-1200-0200;0000021494;000010;2;S;NULL;2021-11-12;2022-01-13;8;8;U
21494-20-1;6337-1901-0803;0000021494;000020;1;S;NULL;2022-01-26;2022-01-26;75;75;U
21497-32-1;6761-1901-2801;0000021497;000032;1;S;NULL;2022-03-03;2022-03-03;40;40;U
21497-33-1;6761-1903-0403;0000021497;000033;1;S;NULL;2022-03-03;2022-03-03;40;40;U
21509-11-1;6557-2000-3000;0000021509;000011;1;S;NULL;2022-02-03;2022-02-03;50;50;U
21510-10-1;6557-2000-3000;0000021510;000010;1;S;NULL;2022-01-28;2022-02-03;50;50;U
21152-40-1;6808-1800-3105;0000021152;000040;1;S;NULL;2022-02-17;2022-02-17;200;200;U
21162-20-1;6318-2000-0504;0000021162;000020;1;S;NULL;2022-01-31;2022-02-21;100;100;U
21198-10-1;6782-2100-0101;0000021198;000010;1;S;X;2022-05-20;2022-05-20;504;504;U
21198-20-1;6782-1401-0002;0000021198;000020;1;S;X;2022-05-20;2022-05-20;504;504;U
21242-20-2;6661-1101-2203;0000021242;000020;2;S;NULL;2021-12-07;2022-02-24;1190;1190;U
21520-50-1;6298-1701-5705;0000021520;000050;1;S;NULL;2022-02-02;2022-02-02;480;480;U
21520-81-1;6298-1701-5705;0000021520;000081;1;S;NULL;2022-03-02;2022-03-16;240;240;U
21520-90-1;6298-1701-5705;0000021520;000090;1;S;NULL;2022-03-09;2022-04-06;600;600;U
21520-91-1;6298-1701-5705;0000021520;000091;1;S;NULL;2022-03-09;2022-04-06;240;240;U
21520-100-1;6298-1701-5705;0000021520;000100;1;S;NULL;2022-03-16;2022-04-19;600;600;U
21576-10-1;6774-1200-5707;0000021576;000010;1;S;NULL;2022-01-06;2022-03-25;50;50;U
21592-10-2;6649-1300-2410;0000021592;000010;2;S;NULL;2021-09-21;2022-02-11;13;13;U
21616-30-1;6782-2100-0101;0000021616;000030;1;S;X;2022-07-25;2022-07-25;257;257;U
21617-30-1;6782-2100-3203;0000021617;000030;1;S;X;2022-11-17;2022-11-17;96;96;U
21339-30-1;6808-1800-3105;0000021339;000030;1;S;NULL;2022-03-03;2022-03-03;200;200;U
21344-10-1;6782-2100-3203;0000021344;000010;1;S;X;2022-07-18;2022-07-18;96;96;U
21655-31-1;6298-1701-5705;0000021655;000031;1;S;NULL;2021-12-28;2021-12-28;600;163;U
21658-10-1;6661-1101-2203;0000021658;000010;1;S;NULL;2022-01-06;2022-01-13;1680;700;U
21683-20-1;6337-1000-0012;0000021683;000020;1;S;NULL;2022-02-07;2022-02-07;120;120;U
21722-10-1;6782-2100-3203;0000021722;000010;1;S;X;2023-08-01;2023-08-01;912;912;U
21724-10-1;6782-2100-3203;0000021724;000010;1;S;X;2023-05-01;2023-05-01;1536;1536;U
21726-10-1;6782-2100-3203;0000021726;000010;1;S;X;2022-06-01;2022-06-01;2016;2016;U
21374-40-1;6410-1900-1603;0000021374;000040;1;S;NULL;2021-12-13;2022-06-10;40;40;U
21374-70-1;6410-1900-1603;0000021374;000070;1;S;NULL;2022-01-03;2022-06-24;40;40;U
21379-10-1;6649-1705-5802;0000021379;000010;1;S;NULL;2022-01-06;2022-03-02;200;200;U
21383-30-1;6649-1800-3701;0000021383;000030;1;S;NULL;2022-01-06;2022-02-10;250;250;U
21393-10-1;6337-1200-0200;0000021393;000010;1;S;NULL;2021-12-23;2022-01-13;200;200;U
21417-20-1;6782-2100-3203;0000021417;000020;1;S;X;2022-03-01;2022-05-03;240;240;U
21428-20-1;6808-1800-4903;0000021428;000020;1;S;NULL;2022-01-21;2022-02-16;200;200;U
21448-100-2;6410-1100-2006;0000021448;000100;2;S;NULL;2021-10-01;2022-02-04;96;96;U
21448-120-1;6410-1100-2006;0000021448;000120;1;S;NULL;2022-02-03;2022-03-25;80;80;U
21448-150-1;6410-1100-2006;0000021448;000150;1;S;NULL;2022-01-06;2022-02-04;80;80;U
21749-10-1;6808-1800-4903;0000021749;000010;1;S;NULL;2022-02-17;2022-02-17;400;400;U
21772-40-1;6808-1800-3105;0000021772;000040;1;S;NULL;2022-01-27;2022-02-09;200;200;U
21798-50-2;6410-1602-0904;0000021798;000050;2;S;NULL;2021-10-26;2022-02-18;27;27;U
21801-10-1;6649-1000-0213;0000021801;000010;1;S;NULL;2022-03-17;2022-04-01;380;380;U
21803-10-1;6649-1000-0213;0000021803;000010;1;S;NULL;2022-05-05;2022-05-05;380;380;U
21803-20-1;6649-1000-0109;0000021803;000020;1;S;NULL;2022-02-24;2022-03-31;392;392;U
21804-10-1;6649-1000-0213;0000021804;000010;1;S;NULL;2022-04-08;2022-04-08;380;380;U
21804-20-1;6649-1800-2802;0000021804;000020;1;S;NULL;2022-01-06;2022-01-31;50;50;U
21805-20-1;6649-1400-0509;0000021805;000020;1;S;NULL;2022-01-06;2022-02-03;392;392;U
21806-50-1;6649-1800-3503;0000021806;000050;1;S;NULL;2022-01-27;2022-02-04;25;25;U
21807-20-1;6649-1705-5802;0000021807;000020;1;S;NULL;2022-02-03;2022-02-25;100;100;U
21807-40-1;6649-1800-3503;0000021807;000040;1;S;NULL;2022-01-06;2022-02-03;50;50;U
21808-20-1;6649-1800-2802;0000021808;000020;1;S;NULL;2022-01-06;2022-01-28;25;25;U
21810-20-1;6649-1400-0509;0000021810;000020;1;S;NULL;2022-02-03;2022-02-10;392;392;U
21810-50-1;6649-1800-3503;0000021810;000050;1;S;NULL;2022-01-06;2022-02-04;25;25;U
21821-10-1;6661-1101-2203;0000021821;000010;1;S;NULL;2022-01-06;2022-01-28;2100;2100;U
21460-10-1;6649-1300-2410;0000021460;000010;1;S;NULL;2022-01-06;2022-02-11;5;5;U
21465-10-1;6774-1301-0500;0000021465;000010;1;S;NULL;2021-12-02;2022-06-21;50;50;U
21474-30-1;6774-1400-0701;0000021474;000030;1;S;NULL;2021-11-18;2022-02-10;100;100;U
21493-10-2;6337-1200-8507;0000021493;000010;2;S;NULL;2021-11-16;2022-01-14;283;283;U
21497-31-1;6761-2002-4301;0000021497;000031;1;S;NULL;2022-03-03;2022-03-03;40;40;U
21516-20-1;6557-2001-1600;0000021516;000020;1;S;NULL;2022-02-03;2022-02-03;50;50;U
21520-60-1;6298-1701-5705;0000021520;000060;1;S;NULL;2022-02-09;2022-03-01;480;480;U
21520-61-1;6298-1701-5705;0000021520;000061;1;S;NULL;2022-02-09;2022-03-01;360;360;U
21520-70-1;6298-1701-5705;0000021520;000070;1;S;NULL;2022-02-16;2022-03-08;600;600;U
21520-71-1;6298-1701-5705;0000021520;000071;1;S;NULL;2022-02-16;2022-03-08;240;240;U
21520-80-1;6298-1701-5705;0000021520;000080;1;S;NULL;2022-03-02;2022-03-16;600;600;U
21520-101-1;6298-1701-5705;0000021520;000101;1;S;NULL;2022-03-16;2022-04-19;240;240;U
21534-20-1;6782-2100-3303;0000021534;000020;1;S;X;2022-07-20;2022-07-20;1367;1367;U
21535-20-1;6782-2100-3303;0000021535;000020;1;S;X;2022-06-23;2022-06-23;620;620;U
21826-20-1;6808-1800-3105;0000021826;000020;1;S;NULL;2022-01-05;2022-01-05;200;200;U
21827-10-1;6808-1800-4903;0000021827;000010;1;S;NULL;2022-03-10;2022-03-10;200;200;U
21827-30-1;6808-1800-3105;0000021827;000030;1;S;NULL;2022-03-24;2022-03-24;200;200;U
21829-10-1;6761-1200-0113;0000021829;000010;1;S;NULL;2022-03-30;2022-03-30;2000;2000;U
21846-10-1;6050-1700-0010;0000021846;000010;1;S;NULL;2022-01-26;2022-01-28;500;500;U
21847-10-1;6050-1700-0010;0000021847;000010;1;S;NULL;2022-01-31;2022-03-04;500;500;U
21850-20-2;6932-1902-9204;0000021850;000020;2;S;NULL;2021-12-10;2022-02-03;5;5;U
21855-10-1;6047-2100-0400;0000021855;000010;1;S;NULL;2022-01-06;2022-02-04;1000;1000;U
